,Plot_ID,lon,lat,climID
2761,864687104,15.30603399,58.99474389,5364
2762,864687304,15.30739213,58.98700827,5364
2763,864689304,15.82887748,58.62711913,4970
2764,864693104,16.07809211,58.90873476,5371
2765,864693304,16.07802262,58.90148726,5371
2766,864699104,17.22153708,58.9411997,5383
2767,864699304,17.20893307,58.93845089,5383
2768,864704304,17.64898233,58.92491098,5387
2769,864706304,12.24951366,59.16161574,5599
2770,864708304,14.77644972,59.12200589,5624
2771,864710104,14.41343061,59.2141463,5754
2772,864710304,14.42393817,59.20695493,5754
2773,864714104,15.57058843,59.26198481,5765
2774,864718104,16.5093914,59.12809135,5642
2775,864718304,16.51882197,59.11613416,5642
2776,864720104,16.18234738,59.21720789,5771
2777,864722104,15.80869561,59.30806959,5901
2778,864722304,15.82201646,59.29382372,5768
2779,864729104,16.97252489,59.34522997,5912
2780,864729304,16.9661867,59.34541556,5912
2781,864731304,18.25667346,59.09303157,5526
2782,864733304,17.92711108,59.18904302,5656
2783,864737104,18.19861466,59.47180316,6057
2784,864737304,18.21462813,59.45855875,6058
2785,864740304,18.55928766,59.35884974,5928
2786,864744104,15.3886617,59.53048929,6162
2787,864744304,15.38637356,59.52209976,6162
2788,864747104,15.63246141,59.8033739,6564
2789,864747304,15.63896156,59.79005236,6431
2790,864749104,15.2940853,59.89158594,6560
2791,864751104,15.83298239,59.53247446,6167
2792,864755104,16.07719498,59.80329505,6568
2793,864755304,16.07467529,59.79312299,6435
2794,864759304,16.8031133,59.60690778,6310
2795,864760104,17.42521642,59.7871226,6449
2796,864764304,17.59351151,59.50690725,6184
2797,864766104,18.20697763,59.68969631,6324
2798,864766304,18.22276057,59.68431281,6324
2799,864769104,17.86782713,59.78776998,6453
2800,864774104,19.20388805,59.7625392,6467
2801,864776104,18.85242699,59.86216847,6596
2802,864781104,16.5469827,60.02836134,6839
2803,864781304,16.55095308,60.0188759,6839
2804,864787104,17.00163436,60.25078952,7110
2805,864787304,16.99633344,60.23287902,7109
2806,864788304,18.3359779,59.98870289,6724
2807,864790104,17.97109744,60.09766328,6853
2808,864790304,17.96797591,60.09156953,6853
2809,864792104,17.62001846,60.19909021,6983
2810,864796104,18.63318325,60.26584872,7126
2811,864796304,18.61425867,60.26158413,7126
2812,864797104,17.62765386,60.41881395,7382
2813,864797304,17.61880028,60.40970842,7382
2814,865540203,13.61452109,55.65877064,958
2815,865547203,13.92517473,55.78889152,1094
2816,865551203,14.00134792,55.88151133,1228
2817,865571203,12.61098904,56.12781395,1613
2818,865578203,13.32411635,56.27172529,1753
2819,865586203,13.79904813,55.99156795,1358
